SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),813 Mount Prospect Ave,Newark,NJ,7104,350000,5,3,Newark,,2400,,28,,,Contingent,,,http://www.redfin.com/NJ/Newark/813-Mt-Prospect-Ave-07104/home/36251183,NJMLS,21027480,Y,Y,40.7801097,-74.1631038
MLS Listing,,Multi-Family (2-4 Unit),321 Myrtle Ave,Irvington,NJ,7111,349000,6,3,Irvington,,4687,,183,,,Contingent,,,http://www.redfin.com/NJ/Irvington/321-Myrtle-Ave-07111/home/36169657,NJMLS,21003821,Y,Y,40.7364219,-74.220661
PAST SALE,June-22-2021,Single Family Residential,543 55TH St,West New York,NJ,7093,430000,4,3,West New York,,,,43,,,Sold,,,http://www.redfin.com/NJ/West-New-York/543-55th-St-07093/home/36639173,HCMLS,202027025,Y,Y,40.7861555,-74.0202099
PAST SALE,June-8-2021,Townhouse,138 Powell Ln,Upper Darby,PA,19082,140000,4,2,BARRINGTON,1414,2614,1925,57,99,,Sold,,,http://www.redfin.com/PA/Upper-Darby/138-Powell-Ln-19082/home/38271404,BRIGHT MLS,PADE545080,Y,Y,39.9588413,-75.2528023
PAST SALE,,Single Family Residential,8 Vincent St,Newark,NJ,7105,365000,,,,2088,2235,1992,,175,,,,,http://www.redfin.com/NJ/Newark/8-Vincent-St-07105/home/36270323,,,Y,Y,40.7319562,-74.1377821
PAST SALE,February-26-2021,Townhouse,2728 N Hope St,Philadelphia,PA,19133,49000,2,1,WEST KENSINGTON,828,600,1935,159,59,,Sold,,,http://www.redfin.com/PA/Philadelphia/2728-Hope-St-19133/home/38200873,BRIGHT MLS,PAPH986158,Y,Y,39.9919,-75.1313605
PAST SALE,July-15-2021,Multi-Family (2-4 Unit),331 W Runyon St,Newark,NJ,7108,250000,4,2,Newark,,3446,,20,,,Sold,,,http://www.redfin.com/NJ/Newark/331-W-Runyon-St-07108/home/36278989,NJMLS,21004421,Y,Y,40.7198652,-74.2102974
PAST SALE,,Single Family Residential,591 67th St,West New York,NJ,7093,460000,,,,1733,2200,1919,,265,,,,,http://www.redfin.com/NJ/West-New-York/591-67th-St-07093/home/36642274,,,Y,Y,40.7952207,-74.0155641
PAST SALE,April-12-2021,Multi-Family (2-4 Unit),148 4th Ave,Newark,NJ,7104,420000,6,3,Newark,,1625,,114,,,Sold,,,http://www.redfin.com/NJ/Newark/148-4th-Ave-07104/home/36240189,NJMLS,21004354,Y,Y,40.7575692,-74.1738828
MLS Listing,,Single Family Residential,193 GARSIDE St,Newark,NJ,7104,320000,6,2,Newark,,,,22,,,Active,,,http://www.redfin.com/NJ/Newark/193-Garside-St-07104/home/36239888,HCMLS,210016792,Y,Y,40.7581854,-74.1738025
PAST SALE,June-30-2010,Multi-Family (2-4 Unit),194-196 HOBSON St,Newark City,NJ,07112-1324,190000,,,Newark City,,3920,,4053,,,Sold,,,http://www.redfin.com/NJ/Newark/194-Hobson-St-07112/home/36280560,GSMLS,2752099,Y,Y,40.7134506,-74.2191899
PAST SALE,March-24-2021,Single Family Residential,1110 61ST St,North Bergen,NJ,7047,307000,4,1,North Bergen,,,,133,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/1110-61st-St-07047/home/36597122,HCMLS,210003117,Y,Y,40.7928583,-74.0216235
PAST SALE,,Single Family Residential,82 Roseville Ave,Newark,NJ,7107,,,,,1352,1451,1910,,,,,,,http://www.redfin.com/NJ/Newark/82-Roseville-Ave-07107/home/36260066,,,Y,Y,40.7533564,-74.192046
PAST SALE,July-9-2021,Multi-Family (2-4 Unit),27 Hudson St,Newark,NJ,7103,255000,4,2,Newark,,1908,,26,,,Sold,,,http://www.redfin.com/NJ/Newark/27-Hudson-St-07103/home/36275655,NJMLS,21013437,Y,Y,40.7489618,-74.1832852
PAST SALE,April-7-2021,Multi-Family (2-4 Unit),116 SUMMER Ave,Newark City,NJ,07104-2512,420000,,,Newark City,,3049,1905,119,,,Sold,,,http://www.redfin.com/NJ/Newark/116-Summer-Ave-07104/home/36238018,GSMLS,3681877,Y,Y,40.7548661,-74.1736076
MLS Listing,,Multi-Family (2-4 Unit),64 New York Ave,Newark,NJ,7105,445000,6,2,Newark,,2749,,183,,,Contingent,,,http://www.redfin.com/NJ/Newark/64-New-York-Ave-07105/home/36252282,NJMLS,21003810,Y,Y,40.727335,-74.167404
PAST SALE,July-6-2021,Multi-Family (2-4 Unit),236 DANFORTH Ave,JERSEY CITY,NJ,7305,385000,5,2,Jersey City (Greenville),,,,29,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/236-Danforth-Ave-07305/home/36535151,HCMLS,210000946,Y,Y,40.6997188,-74.0937363
PAST SALE,April-28-2021,Single Family Residential,63-65 Stengel Ave,Newark,NJ,7112,280000,5,2,Newark,,5001,,98,,,Sold,,,http://www.redfin.com/NJ/Newark/63-Stengel-Ave-07112/unit-65/home/36285114,NJMLS,20051839,Y,Y,40.7078174,-74.206832
PAST SALE,March-8-2021,Townhouse,2831 W Clearfield St,Philadelphia,PA,19132,83000,3,1,ALLEGHENY WEST,1400,1120,1925,149,59,,Sold,,,http://www.redfin.com/PA/Philadelphia/2831-W-Clearfield-St-19132/home/39070695,BRIGHT MLS,PAPH985454,Y,Y,40.003208,-75.1764819
PAST SALE,June-1-2021,Multi-Family (2-4 Unit),306 S 10th St,Newark,NJ,7103,320000,5,3,Newark,,3498,,64,,,Sold,,,http://www.redfin.com/NJ/Newark/306-S-10th-St-07103/home/36256515,NJMLS,21004180,Y,Y,40.7422352,-74.1995205
PAST SALE,,Single Family Residential,100 Claremont Ave,Jersey City,NJ,7305,105000,,,,,2701,,,,,,,,http://www.redfin.com/NJ/Jersey-City/100-Claremont-Ave-07305/home/36576162,,,Y,Y,40.7085372,-74.077851
PAST SALE,,Single Family Residential,117 Wilkinson Ave,Jersey City,NJ,7305,70000,,,,,2500,,,,,,,,http://www.redfin.com/NJ/Jersey-City/117-Wilkinson-Ave-07305/home/36529538,,,Y,Y,40.7059799,-74.080331
PAST SALE,April-16-2021,Single Family Residential,355-359 E 40th St,Paterson,NJ,7504,345000,3,3,Paterson,,7501,,110,,,Sold,,,http://www.redfin.com/NJ/Paterson/355-E-40th-St-07504/home/37684846,NJMLS,21002406,Y,Y,40.910457,-74.13653
PAST SALE,May-12-2021,Single Family Residential,225 74TH St,North Bergen,NJ,7047,510000,6,3,North Bergen,,,,84,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/225-74th-St-07047/home/36599768,HCMLS,202028800,Y,Y,40.7962805,-74.0047416
MLS Listing,,Multi-Family (2-4 Unit),317 Summer Ave,Newark,NJ,7104,561000,8,5,Newark,,2940,,42,,,Active,,,http://www.redfin.com/NJ/Newark/317-Summer-Ave-07104/home/36241380,NJMLS,21025423,Y,Y,40.762583,-74.1694336
PAST SALE,March-29-2021,Multi-Family (2-4 Unit),442 S 19th St,Newark,NJ,7103,325000,7,2,Newark,,2500,,128,,,Sold,,,http://www.redfin.com/NJ/Newark/442-S-19th-St-07103/home/36235489,NJMLS,21002993,Y,Y,40.7417655,-74.208658
PAST SALE,May-27-2021,Multi-Family (2-4 Unit),409 16TH St,Union City,NJ,7087,495000,6,3.5,Union City,,,,69,,,Sold,,,http://www.redfin.com/NJ/Union-City/409-16th-St-07087/home/36616666,HCMLS,210009095,Y,Y,40.7618933,-74.0351761
PAST SALE,March-8-2021,Multi-Family (2-4 Unit),86 PEABODY Pl #2,Newark City,NJ,07104-4112,335000,,,Newark City,,2613,1897,149,,,Sold,,,http://www.redfin.com/NJ/Newark/86-Peabody-Pl-07104/unit-2/home/173114564,GSMLS,3662895,Y,Y,40.7683809,-74.1612231
MLS Listing,,Multi-Family (2-4 Unit),530 Hawthorne Ave,Newark,NJ,7112,365000,10,4,Newark,,3202,,195,,,Contingent,,,http://www.redfin.com/NJ/Newark/530-Hawthorne-Ave-07112/home/36282068,NJMLS,21002466,Y,Y,40.7199195,-74.2159378
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),33 Armstrong Ave,Jersey City,NJ,7305,280000,4,3,Jersey City,,2749,,117,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/33-Armstrong-Ave-07305/home/36539999,NJMLS,21002892,Y,Y,40.6997053,-74.0831756
PAST SALE,February-28-2011,Multi-Family (2-4 Unit),229 2ND St,Newark City,NJ,07107-2206,162000,,,Newark City,,2613,,3810,,,Sold,,,http://www.redfin.com/NJ/Newark/229-2nd-St-07107/home/36260084,GSMLS,2800233,Y,Y,40.7539031,-74.1852689
PAST SALE,July-12-2021,Multi-Family (2-4 Unit),18 N 6th St,Newark,NJ,7107,313000,4,2,Newark,,1712,,23,,,Sold,,,http://www.redfin.com/NJ/Newark/18-N-6th-St-07107/home/36258973,NJMLS,20045587,Y,Y,40.7491521,-74.1926899
MLS Listing,,Multi-Family (2-4 Unit),319 VAN NOSTRAND Ave,JERSEY CITY,NJ,7305,750000,7,3,Jersey City (West Bergen),,,,52,,,Active,,,http://www.redfin.com/NJ/Jersey-City/319-Van-Nostrand-Ave-07305/home/36526833,HCMLS,210014312,Y,Y,40.705856,-74.093277
PAST SALE,,Single Family Residential,134 W 51st St,Bayonne,NJ,7002,300000,,,,1476,2500,1920,,203,,,,,http://www.redfin.com/NJ/Bayonne/134-W-51st-St-07002/home/36461788,,,Y,Y,40.6860027,-74.1075591
PAST SALE,April-20-2021,Multi-Family (2-4 Unit),232 Sherman Ave,Newark,NJ,7114,255000,6,2,Newark,,2500,,106,,,Sold,,,http://www.redfin.com/NJ/Newark/232-Sherman-Ave-07114/home/36274657,NJMLS,20051491,Y,Y,40.716645,-74.1887315
PAST SALE,,Single Family Residential,296 Ege Ave,Jersey City,NJ,7304,178000,,,,1864,1777,1900,,95,,,,,http://www.redfin.com/NJ/Jersey-City/296-Ege-Ave-07304/home/36550183,,,Y,Y,40.7173227,-74.0875301
PAST SALE,June-28-2021,Multi-Family (2-4 Unit),165 WEGMAN Pkwy,JERSEY CITY,NJ,7305,435000,7,3,Jersey City (Greenville),,,,37,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/165-Wegman-Pkwy-07305/home/36530293,HCMLS,210002170,Y,Y,40.705188,-74.083684
MLS Listing,,Multi-Family (2-4 Unit),169 Goodwin Ave,Newark,NJ,7112,359900,8,3,Newark,,4082,,225,,,Contingent,,,http://www.redfin.com/NJ/Newark/169-Goodwin-Ave-07112/home/36284944,NJMLS,20052079,Y,Y,40.7127518,-74.2138743
PAST SALE,May-19-2021,Single Family Residential,12 E 5TH St,Bayonne,NJ,7002,330000,4,2,Bayonne,,,,77,,,Sold,,,http://www.redfin.com/NJ/Bayonne/12-E-5th-St-07002/home/174276597,HCMLS,210002016,Y,Y,40.6512508,-74.1277007
MLS Listing,,Multi-Family (2-4 Unit),36-38 Montrose Ter,Irvington,NJ,7111,369000,6,2,Irvington,,4500,,204,,,Contingent,,,http://www.redfin.com/NJ/Irvington/36-Montrose-Ter-07111/home/36173150,NJMLS,21001246,Y,Y,40.7374106,-74.2162987
PAST SALE,March-29-2021,Multi-Family (2-4 Unit),603 15TH Ave,Newark City,NJ,07103-1221,350000,,,Newark City,,1742,1919,128,,,Sold,,,http://www.redfin.com/NJ/Newark/603-15th-Ave-07103/home/36236656,GSMLS,3688464,Y,Y,40.7387028,-74.2079586
PAST SALE,March-1-2011,Multi-Family (2-4 Unit),25 HUDSON St,Newark City,NJ,07103-2803,16000,,,Newark City,,1742,,3809,,,Sold,,,http://www.redfin.com/NJ/Newark/25-Hudson-St-07103/home/36275674,GSMLS,2817713,Y,Y,40.74901,-74.183244
PAST SALE,April-23-2021,Multi-Family (2-4 Unit),303 S 19th St,Newark,NJ,7103,320000,5,3,Newark,,2500,,103,,,Sold,,,http://www.redfin.com/NJ/Newark/303-S-19th-St-07103/home/36256311,NJMLS,21000337,Y,Y,40.7465129,-74.2069039
PAST SALE,,Multi-Family (2-4 Unit),880 S 20th St #2,Newark,NJ,7108,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/880-S-20th-St-07108/unit-2/home/173935662,,,Y,Y,40.7260156,-74.2157654
PAST SALE,,Townhouse,2108 E Cambria St,Philadelphia,PA,19134,95000,3,1,,1190,1099,1920,,80,,,,,http://www.redfin.com/PA/Philadelphia/2108-E-Cambria-St-19134/home/38691074,,,Y,Y,39.9883493,-75.1167169
PAST SALE,February-26-2021,Townhouse,138 Lafayette Ave,Darby,PA,19023,85000,3,1,Darby,1182,1699,1930,159,72,,Sold,,,http://www.redfin.com/PA/Collingdale/138-Lafayette-Ave-19023/home/38139244,BRIGHT MLS,PADE538146,Y,Y,39.9085179,-75.2818452
PAST SALE,,Single Family Residential,128 Lawrence St,Hackensack,NJ,7601,415000,,,,1812,5162,1907,,229,,,,,http://www.redfin.com/NJ/Hackensack/128-Lawrence-St-07601/home/35754081,,,Y,Y,40.8839983,-74.0482574
PAST SALE,March-6-2019,Multi-Family (2-4 Unit),79 HEADLEY Ter,Irvington Twp.,NJ,07111-1348,299900,,,Irvington Twp.,,4791,,882,,,Sold,,,http://www.redfin.com/NJ/Irvington/79-Headley-Ter-07111/home/36166843,GSMLS,3505786,Y,Y,40.726915,-74.2455586
PAST SALE,July-20-2021,Multi-Family (2-4 Unit),1458 76TH St,North Bergen,NJ,7047,515000,6,2,North Bergen,,,,15,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/1458-76th-St-07047/home/36601305,HCMLS,210001675,Y,Y,40.8037291,-74.0161379
PAST SALE,July-30-2021,Multi-Family (2-4 Unit),186 S 9th St,Newark,NJ,7107,410000,8,3,Newark,,2801,,5,,,Sold,,,http://www.redfin.com/NJ/Newark/186-S-9th-St-07107/home/36257981,NJMLS,21016808,Y,Y,40.745217,-74.1970899
PAST SALE,March-8-2021,Single Family Residential,18 PATERSON St,JERSEY CITY,NJ,7307,550000,5,3,Jersey City (Heights),,,,149,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/18-Paterson-St-07307/home/36520707,HCMLS,210001537,Y,Y,40.7508092,-74.0470755
PAST SALE,April-19-2021,Multi-Family (2-4 Unit),85 ROOSEVELT Ave,JERSEY CITY,NJ,07304-1043,450000,4,2,Jersey City (West Bergen),,,,107,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/85-Roosevelt-Ave-07304/home/36546806,HCMLS,210001564,Y,Y,40.721381,-74.085291
PAST SALE,April-23-2021,Single Family Residential,729 FOREST St,Kearny,NJ,7032,310000,2,1,Kearny,,,,103,,,Sold,,,http://www.redfin.com/NJ/Kearny/729-Forest-St-07032/home/36585217,HCMLS,202026626,Y,Y,40.777118,-74.1326763
PAST SALE,September-17-2019,Townhouse,32 N 56th St,Philadelphia,PA,19139,96000,4,2.5,HADDINGTON,1313,1296,1925,527,73,,Pending,,,http://www.redfin.com/PA/Philadelphia/32-N-56th-St-19139/home/38148376,BRIGHT MLS,PAPH874562,Y,Y,39.9618707,-75.2329222
MLS Listing,,Single Family Residential,835 S 11th St,Newark,NJ,7108,408000,5,2,,3200,,1914,200,128,,Contingent,,,http://www.redfin.com/NJ/Newark/835-S-11th-St-07108/home/36277503,MOMLS,22101364,Y,Y,40.7245307,-74.2079861
PAST SALE,,Single Family Residential,257 S 8th St,Newark,NJ,7103,77500,,,,2211,4199,1897,,35,,,,,http://www.redfin.com/NJ/Newark/257-S-8th-St-07103/home/36256410,,,Y,Y,40.7413908,-74.1984874
PAST SALE,July-7-2021,Single Family Residential,529 CLINTON Pl,Newark City,NJ,07112-1771,335000,3,2,Newark City,,3920,1952,28,,,Sold,,,http://www.redfin.com/NJ/Newark/529-Clinton-Pl-07112/home/36290120,GSMLS,3687480,Y,Y,40.7064532,-74.2204376
PAST SALE,March-2-2021,Single Family Residential,510 THOMPSON Ave,Roselle Boro,NJ,07203-1537,336500,3,2,Roselle Boro,,4791,1930,155,,,Sold,,,http://www.redfin.com/NJ/Roselle/510-Thompson-Ave-07203/home/38020989,GSMLS,3664302,Y,Y,40.6570397,-74.2483095
PAST SALE,April-21-2021,Multi-Family (2-4 Unit),208 SUMMER Ave #3,Newark City,NJ,07104-2629,320000,,,Newark City,,2613,1897,105,,,Sold,,,http://www.redfin.com/NJ/Newark/208-Summer-Ave-07104/unit-3/home/172495753,GSMLS,3648365,Y,Y,40.758715,-74.1721398
PAST SALE,,Single Family Residential,78 Clinton Pl,Newark,NJ,7108,340000,,,,4115,2326,1900,,83,,,,,http://www.redfin.com/NJ/Newark/78-Clinton-Pl-07108/home/36278998,,,Y,Y,40.7201936,-74.210435
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),131 11th Ave,Newark,NJ,7107,385000,6,3,Newark,,1873,,117,,,Sold,,,http://www.redfin.com/NJ/Newark/131-11th-Ave-W-07107/home/36258731,NJMLS,21001477,Y,Y,40.7474703,-74.1989094
PAST SALE,April-29-2021,Single Family Residential,449-453 Parker St,Newark,NJ,7104,750000,7,3.5,Newark,,5001,,97,,,Sold,,,http://www.redfin.com/NJ/Newark/449-Parker-St-07104/home/36244568,NJMLS,20049438,Y,Y,40.7685613,-74.1724829
PAST SALE,March-15-2013,Multi-Family (2-4 Unit),215 CATOR Ave,JERSEY CITY,NJ,7305,132000,2,2,Jersey City (West Bergen),,,,3064,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/215-Cator-Ave-07305/home/36535122,HCMLS,120001526,Y,Y,40.6993335,-74.092853
PAST SALE,June-23-2021,Single Family Residential,299 Elm St,Newark,NJ,7105,315000,3,1.5,Newark,,1498,,42,,,Sold,,,http://www.redfin.com/NJ/Newark/299-Elm-St-07105/home/36265792,NJMLS,20039054,Y,Y,40.726297,-74.157392
PAST SALE,March-18-2021,Single Family Residential,471 Devon St,Kearny,NJ,7032,356000,3,1.5,Kearny,,3350,,139,,,Sold,,,http://www.redfin.com/NJ/Kearny/471-Devon-St-07032/home/36589533,NJMLS,21001678,Y,Y,40.7660434,-74.1453973
PAST SALE,March-18-2021,Single Family Residential,268 WINFIELD Ave,JERSEY CITY,NJ,7305,340000,3,2,Jersey City (West Bergen),,,,139,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/268-Winfield-Ave-07305/home/36525593,HCMLS,202021863,Y,Y,40.697782,-74.0984706
PAST SALE,,Multi-Family (2-4 Unit),589 Hinsdale St,Brooklyn,NY,11207,,,,,1664,2000,1910,,,,,,,http://www.redfin.com/NY/Brooklyn/589-Hinsdale-St-11207/home/40757281,,,Y,Y,40.6603121,-73.8975052
PAST SALE,,Single Family Residential,62 Stegman St,Jersey City,NJ,7305,290000,,,,,2500,2001,,,,,,,http://www.redfin.com/NJ/Jersey-City/62-Stegman-St-07305/home/36541846,,,Y,Y,40.7026301,-74.080394
MLS Listing,,Multi-Family (2-4 Unit),199 Delaware Ave,Jersey City,NJ,7306,470000,5,2,Jersey City,,1999,,42,,,Contingent,,,http://www.redfin.com/NJ/Jersey-City/199-Delaware-Ave-07306/home/36545178,NJMLS,21025448,Y,Y,40.727812,-74.077341
PAST SALE,February-26-2021,Single Family Residential,16 Howell Pl,Kearny,NJ,7032,310000,4,2,Kearny,,6468,,159,,,Sold,,,http://www.redfin.com/NJ/Kearny/16-Howell-Pl-07032/home/36587462,NJMLS,21001247,Y,Y,40.772168,-74.1363329
MLS Listing,,Multi-Family (2-4 Unit),99 Cutler St,Newark,NJ,7104,330000,5,3,Newark,,1742,,51,,,Active,,,http://www.redfin.com/NJ/Newark/99-Cutler-St-07104/home/36238069,NJMLS,21023879,Y,Y,40.7546793,-74.1747542
PAST SALE,,Single Family Residential,281 N 6th St,Newark,NJ,7107,25000,,,,1380,1969,2000,,18,,,,,http://www.redfin.com/NJ/Newark/281-N-6th-St-07107/home/36262953,,,Y,Y,40.7581377,-74.1871034
PAST SALE,April-28-2021,Multi-Family (2-4 Unit),285 N 5th St,Newark,NJ,7107,370000,9,3.5,Newark,,2500,,98,,,Sold,,,http://www.redfin.com/NJ/Newark/285-N-5th-St-07107/home/36263008,NJMLS,20038039,Y,Y,40.757734,-74.1863581
PAST SALE,April-5-2021,Single Family Residential,78 Columbia Ave,Newark,NJ,7106,322500,4,3,Newark,,3759,,121,,,Sold,,,http://www.redfin.com/NJ/Newark/78-Columbia-Ave-07106/home/36293081,NJMLS,21001435,Y,Y,40.7424236,-74.2196521
PAST SALE,,Townhouse,3122 E St,Philadelphia,PA,19134,,3,1,,900,795,1920,,,,,,,http://www.redfin.com/PA/Philadelphia/3122-E-St-19134/home/38213964,,,Y,Y,39.9962164,-75.1197274
PAST SALE,February-12-2021,Townhouse,1810 S 57th St,Philadelphia,PA,19143,95000,4,1,KINGSESSING,1306,1163,1925,173,73,,Sold,,,http://www.redfin.com/PA/Philadelphia/1810-S-57th-St-19143/home/39202803,BRIGHT MLS,PAPH978064,Y,Y,39.9373198,-75.2282473
PAST SALE,February-17-2021,Multi-Family (2-4 Unit),207 WILKINSON Ave #2,JERSEY CITY,NJ,7305,429000,6,2,Jersey City (Greenville),,,,168,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/207-Wilkinson-Ave-07305/unit-2/home/174156750,HCMLS,210000931,Y,Y,40.708023,-74.083437
PAST SALE,December-22-2006,Single Family Residential,687 E 232nd St,BRONX,NY,10466,549000,5,2,BRONX,1951,3324,1910,205,281,,Pending,,,http://www.redfin.com/NY/Bronx/687-E-232nd-St-10466/home/44748140,OneKey,H6090207,Y,Y,40.893144,-73.858222
PAST SALE,April-9-2021,Townhouse,2519 S Felton St,Philadelphia,PA,19142,75000,3,1.5,Philadelphia,1288,1020,1925,117,58,,Sold,,,http://www.redfin.com/PA/Philadelphia/2519-S-Felton-St-19142/home/39206707,BRIGHT MLS,PAPH992976,Y,Y,39.9242859,-75.2262673
PAST SALE,April-5-2021,Condo/Co-op,776-784 N 6th St Unit C4,Newark,NJ,7107,236500,3,2,Newark,,,,121,,,Sold,,,http://www.redfin.com/NJ/Newark/784-N-6th-St-07107/unit-C4/home/174151839,NJMLS,21001070,Y,Y,40.7762617,-74.1781467
PAST SALE,April-12-2021,Multi-Family (2-4 Unit),5 N 16TH St,East Orange City,NJ,07017-5117,390000,,,East Orange City,,3484,1930,114,,,Sold,,,http://www.redfin.com/NJ/East-Orange/5-N-16th-St-07017/home/36143204,GSMLS,3686305,Y,Y,40.757775,-74.198099
PAST SALE,,Single Family Residential,157 S 10th St,Newark,NJ,7107,358000,,,,2382,2500,1897,,150,,,,,http://www.redfin.com/NJ/Newark/157-S-10th-St-07107/home/36258861,,,Y,Y,40.7476117,-74.1973651
PAST SALE,March-3-2016,Townhouse,5212 W Thompson St,Philadelphia,PA,19131,52000,4,2,WEST PHILADELPHIA,1716,1920,1925,1980,30,,Sold,,,http://www.redfin.com/PA/Philadelphia/5212-W-Thompson-St-19131/home/39246036,BRIGHT MLS,1002726330,Y,Y,39.972711,-75.2266091
PAST SALE,,Townhouse,303 E Indiana Ave,Philadelphia,PA,19134,,3,1,,1120,854,1920,,,,,,,http://www.redfin.com/PA/Philadelphia/303-E-Indiana-Ave-19134/home/38206621,,,Y,Y,39.9950801,-75.1258851
PAST SALE,March-31-2021,Multi-Family (2-4 Unit),120 WASHINGTON Ave #2,Elizabeth City,NJ,07202-3409,385000,,,Elizabeth City,,2613,1900,126,,,Sold,,,http://www.redfin.com/NJ/Elizabeth/120-Washington-Ave-07202/unit-2/home/172602566,GSMLS,3678826,Y,Y,40.6590342,-74.2177606
PAST SALE,April-26-2021,Multi-Family (2-4 Unit),317 South St,Elizabeth,NJ,7202,345000,6,2,,,3049,1900,100,,,Sold,,,http://www.redfin.com/NJ/Elizabeth/317-South-St-07202/home/37745823,MOMLS,22043081,Y,Y,40.6584623,-74.2080564
PAST SALE,April-5-2021,Single Family Residential,21 White Ter,Newark,NJ,7108,348000,5,2.5,Newark,,3598,,121,,,Sold,,,http://www.redfin.com/NJ/Newark/21-White-Ter-07108/home/36278728,NJMLS,20025589,Y,Y,40.7206885,-74.21204
PAST SALE,April-14-2021,Townhouse,25 N Conestoga St,Philadelphia,PA,19139,82000,3,1,WEST PHILADELPHIA,740,,1925,112,111,,Sold,,,http://www.redfin.com/PA/Philadelphia/25-N-Conestoga-St-19139/home/38141184,BRIGHT MLS,PAPH976624,Y,Y,39.9612196,-75.2294409
PAST SALE,February-23-2021,Townhouse,141 N Wanamaker St,Philadelphia,PA,19139,64000,3,1,HADDINGTON,1224,836,1925,162,52,,Sold,,,http://www.redfin.com/PA/Philadelphia/141-N-Wanamaker-St-19139/home/38149979,BRIGHT MLS,PAPH943656,Y,Y,39.9640057,-75.2368193
PAST SALE,July-15-2021,Multi-Family (2-4 Unit),16 E BIDWELL Ave,JERSEY CITY,NJ,07305-4217,540000,5,2,Jersey City (Greenville),,,,20,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/16-E-Bidwell-Ave-07305/home/36539924,HCMLS,210002939,Y,Y,40.7014914,-74.0763908
PAST SALE,August-5-2013,Multi-Family (2-4 Unit),109 S Fulton Ave,Mount Vernon,NY,10550,112000,,,Mount Vernon,2400,3179,1910,2921,47,,Sold,,,http://www.redfin.com/NY/Mt-Vernon/109-S-Fulton-Ave-10550/home/20214872,HGMLS,3132543,Y,Y,40.9103468,-73.8283676
MLS Listing,,Multi-Family (2-4 Unit),262 S 8th St,Newark,NJ,7103,475000,6,3,Newark,,2500,,133,,,Contingent,,,http://www.redfin.com/NJ/Newark/262-S-8th-St-07103/home/36256464,NJMLS,21010646,Y,Y,40.741159,-74.197987
PAST SALE,,Townhouse,5937 Irving St,Philadelphia,PA,19139,86500,3,1,,934,734,1925,,93,,,,,http://www.redfin.com/PA/Philadelphia/5937-Irving-St-19139/home/38115501,,,Y,Y,39.957386,-75.2408104
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),54 INGRAHAM Pl,Newark City,NJ,07108-1416,400000,,,Newark City,,4791,,96,,,Sold,,,http://www.redfin.com/NJ/Newark/54-Ingraham-Pl-07108/home/36278853,GSMLS,3683622,Y,Y,40.7208912,-74.2071496
PAST SALE,April-12-2021,Single Family Residential,723 COLONIAL ARMS Rd,Union Twp.,NJ,07083-7607,405000,4,2,Union Twp.,,5662,1956,114,,,Sold,,,http://www.redfin.com/NJ/Union/723-Colonial-Arms-Rd-07083/home/38108278,GSMLS,3683857,Y,Y,40.6803269,-74.2483095
PAST SALE,May-21-2021,Single Family Residential,580 AVENUE E,Bayonne,NJ,7002,340000,3,1,Bayonne,,,,75,,,Sold,,,http://www.redfin.com/NJ/Bayonne/580-Ave-E-07002/home/36478017,HCMLS,202029319,Y,Y,40.67334,-74.106644
PAST SALE,,Multi-Family (2-4 Unit),224 N 5th St #2,Newark,NJ,7107,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/224-N-5th-St-07107/unit-2/home/173924732,,,Y,Y,40.7556934,-74.1877799
PAST SALE,July-20-2021,Multi-Family (2-4 Unit),232 S 6TH St,Newark City,NJ,07103-2446,385000,,,Newark City,,2178,,15,,,Sold,,,http://www.redfin.com/NJ/Newark/232-S-6th-St-07103/home/36256630,GSMLS,3684581,Y,Y,40.7399191,-74.1967525
