,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
446,PAST SALE,April-19-2021,Multi-Family (2-4 Unit),85 ROOSEVELT Ave,JERSEY CITY,NJ,07304-1043,450000.0,4.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,107.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/85-Roosevelt-Ave-07304/home/36546806,HCMLS,210001564,Y,Y,40.721381,-74.085291
447,PAST SALE,April-23-2021,Single Family Residential,729 FOREST St,Kearny,NJ,7032,310000.0,2.0,1.0,Kearny,69.0,69.0,69.0,103.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Kearny/729-Forest-St-07032/home/36585217,HCMLS,202026626,Y,Y,40.777118,-74.1326763
448,PAST SALE,September-17-2019,Townhouse,32 N 56th St,Philadelphia,PA,19139,96000.0,4.0,2.5,HADDINGTON,1313.0,1296.0,1925.0,527.0,73.0,69.0,Pending,69,69,http://www.redfin.com/PA/Philadelphia/32-N-56th-St-19139/home/38148376,BRIGHT MLS,PAPH874562,Y,Y,39.9618707,-75.2329222
449,MLS Listing,69,Single Family Residential,835 S 11th St,Newark,NJ,7108,408000.0,5.0,2.0,69,3200.0,69.0,1914.0,200.0,128.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/Newark/835-S-11th-St-07108/home/36277503,MOMLS,22101364,Y,Y,40.7245307,-74.2079861
450,PAST SALE,69,Single Family Residential,257 S 8th St,Newark,NJ,7103,77500.0,69.0,69.0,69,2211.0,4199.0,1897.0,69.0,35.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/257-S-8th-St-07103/home/36256410,69,69,Y,Y,40.7413908,-74.1984874
451,PAST SALE,July-7-2021,Single Family Residential,529 CLINTON Pl,Newark City,NJ,07112-1771,335000.0,3.0,2.0,Newark City,69.0,3920.0,1952.0,28.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/529-Clinton-Pl-07112/home/36290120,GSMLS,3687480,Y,Y,40.7064532,-74.2204376
452,PAST SALE,March-2-2021,Single Family Residential,510 THOMPSON Ave,Roselle Boro,NJ,07203-1537,336500.0,3.0,2.0,Roselle Boro,69.0,4791.0,1930.0,155.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Roselle/510-Thompson-Ave-07203/home/38020989,GSMLS,3664302,Y,Y,40.6570397,-74.2483095
453,PAST SALE,April-21-2021,Multi-Family (2-4 Unit),208 SUMMER Ave #3,Newark City,NJ,07104-2629,320000.0,69.0,69.0,Newark City,69.0,2613.0,1897.0,105.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/208-Summer-Ave-07104/unit-3/home/172495753,GSMLS,3648365,Y,Y,40.758715,-74.1721398
454,PAST SALE,69,Single Family Residential,78 Clinton Pl,Newark,NJ,7108,340000.0,69.0,69.0,69,4115.0,2326.0,1900.0,69.0,83.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/78-Clinton-Pl-07108/home/36278998,69,69,Y,Y,40.7201936,-74.210435
455,PAST SALE,April-9-2021,Multi-Family (2-4 Unit),131 11th Ave,Newark,NJ,7107,385000.0,6.0,3.0,Newark,69.0,1873.0,69.0,117.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/131-11th-Ave-W-07107/home/36258731,NJMLS,21001477,Y,Y,40.7474703,-74.1989094
456,PAST SALE,April-29-2021,Single Family Residential,449-453 Parker St,Newark,NJ,7104,750000.0,7.0,3.5,Newark,69.0,5001.0,69.0,97.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/449-Parker-St-07104/home/36244568,NJMLS,20049438,Y,Y,40.7685613,-74.1724829
457,PAST SALE,March-15-2013,Multi-Family (2-4 Unit),215 CATOR Ave,JERSEY CITY,NJ,7305,132000.0,2.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,3064.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/215-Cator-Ave-07305/home/36535122,HCMLS,120001526,Y,Y,40.6993335,-74.092853
458,PAST SALE,June-23-2021,Single Family Residential,299 Elm St,Newark,NJ,7105,315000.0,3.0,1.5,Newark,69.0,1498.0,69.0,42.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/299-Elm-St-07105/home/36265792,NJMLS,20039054,Y,Y,40.726297,-74.157392
459,PAST SALE,March-18-2021,Single Family Residential,471 Devon St,Kearny,NJ,7032,356000.0,3.0,1.5,Kearny,69.0,3350.0,69.0,139.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Kearny/471-Devon-St-07032/home/36589533,NJMLS,21001678,Y,Y,40.7660434,-74.1453973
460,PAST SALE,March-18-2021,Single Family Residential,268 WINFIELD Ave,JERSEY CITY,NJ,7305,340000.0,3.0,2.0,Jersey City (West Bergen),69.0,69.0,69.0,139.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/268-Winfield-Ave-07305/home/36525593,HCMLS,202021863,Y,Y,40.697782,-74.0984706
461,PAST SALE,69,Multi-Family (2-4 Unit),589 Hinsdale St,Brooklyn,NY,11207,69.0,69.0,69.0,69,1664.0,2000.0,1910.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/Brooklyn/589-Hinsdale-St-11207/home/40757281,69,69,Y,Y,40.6603121,-73.8975052
462,PAST SALE,69,Single Family Residential,62 Stegman St,Jersey City,NJ,7305,290000.0,69.0,69.0,69,69.0,2500.0,2001.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/62-Stegman-St-07305/home/36541846,69,69,Y,Y,40.7026301,-74.080394
463,MLS Listing,69,Multi-Family (2-4 Unit),199 Delaware Ave,Jersey City,NJ,7306,470000.0,5.0,2.0,Jersey City,69.0,1999.0,69.0,42.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/Jersey-City/199-Delaware-Ave-07306/home/36545178,NJMLS,21025448,Y,Y,40.727812,-74.077341
464,PAST SALE,February-26-2021,Single Family Residential,16 Howell Pl,Kearny,NJ,7032,310000.0,4.0,2.0,Kearny,69.0,6468.0,69.0,159.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Kearny/16-Howell-Pl-07032/home/36587462,NJMLS,21001247,Y,Y,40.772168,-74.1363329
465,MLS Listing,69,Multi-Family (2-4 Unit),99 Cutler St,Newark,NJ,7104,330000.0,5.0,3.0,Newark,69.0,1742.0,69.0,51.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/99-Cutler-St-07104/home/36238069,NJMLS,21023879,Y,Y,40.7546793,-74.1747542
466,PAST SALE,69,Single Family Residential,281 N 6th St,Newark,NJ,7107,25000.0,69.0,69.0,69,1380.0,1969.0,2000.0,69.0,18.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/281-N-6th-St-07107/home/36262953,69,69,Y,Y,40.7581377,-74.1871034
467,PAST SALE,April-28-2021,Multi-Family (2-4 Unit),285 N 5th St,Newark,NJ,7107,370000.0,9.0,3.5,Newark,69.0,2500.0,69.0,98.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/285-N-5th-St-07107/home/36263008,NJMLS,20038039,Y,Y,40.757734,-74.1863581
468,PAST SALE,April-5-2021,Single Family Residential,78 Columbia Ave,Newark,NJ,7106,322500.0,4.0,3.0,Newark,69.0,3759.0,69.0,121.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/78-Columbia-Ave-07106/home/36293081,NJMLS,21001435,Y,Y,40.7424236,-74.2196521
469,PAST SALE,69,Townhouse,3122 E St,Philadelphia,PA,19134,69.0,3.0,1.0,69,900.0,795.0,1920.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/3122-E-St-19134/home/38213964,69,69,Y,Y,39.9962164,-75.1197274
470,PAST SALE,February-12-2021,Townhouse,1810 S 57th St,Philadelphia,PA,19143,95000.0,4.0,1.0,KINGSESSING,1306.0,1163.0,1925.0,173.0,73.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1810-S-57th-St-19143/home/39202803,BRIGHT MLS,PAPH978064,Y,Y,39.9373198,-75.2282473
471,PAST SALE,February-17-2021,Multi-Family (2-4 Unit),207 WILKINSON Ave #2,JERSEY CITY,NJ,7305,429000.0,6.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,168.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/207-Wilkinson-Ave-07305/unit-2/home/174156750,HCMLS,210000931,Y,Y,40.708023,-74.083437
472,PAST SALE,December-22-2006,Single Family Residential,687 E 232nd St,BRONX,NY,10466,549000.0,5.0,2.0,BRONX,1951.0,3324.0,1910.0,205.0,281.0,69.0,Pending,69,69,http://www.redfin.com/NY/Bronx/687-E-232nd-St-10466/home/44748140,OneKey,H6090207,Y,Y,40.893144,-73.858222
473,PAST SALE,April-9-2021,Townhouse,2519 S Felton St,Philadelphia,PA,19142,75000.0,3.0,1.5,Philadelphia,1288.0,1020.0,1925.0,117.0,58.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2519-S-Felton-St-19142/home/39206707,BRIGHT MLS,PAPH992976,Y,Y,39.9242859,-75.2262673
474,PAST SALE,April-5-2021,Condo/Co-op,776-784 N 6th St Unit C4,Newark,NJ,7107,236500.0,3.0,2.0,Newark,69.0,69.0,69.0,121.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/784-N-6th-St-07107/unit-C4/home/174151839,NJMLS,21001070,Y,Y,40.7762617,-74.1781467
475,PAST SALE,April-12-2021,Multi-Family (2-4 Unit),5 N 16TH St,East Orange City,NJ,07017-5117,390000.0,69.0,69.0,East Orange City,69.0,3484.0,1930.0,114.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/East-Orange/5-N-16th-St-07017/home/36143204,GSMLS,3686305,Y,Y,40.757775,-74.198099
476,PAST SALE,69,Single Family Residential,157 S 10th St,Newark,NJ,7107,358000.0,69.0,69.0,69,2382.0,2500.0,1897.0,69.0,150.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/157-S-10th-St-07107/home/36258861,69,69,Y,Y,40.7476117,-74.1973651
477,PAST SALE,March-3-2016,Townhouse,5212 W Thompson St,Philadelphia,PA,19131,52000.0,4.0,2.0,WEST PHILADELPHIA,1716.0,1920.0,1925.0,1980.0,30.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5212-W-Thompson-St-19131/home/39246036,BRIGHT MLS,1002726330,Y,Y,39.972711,-75.2266091
478,PAST SALE,69,Townhouse,303 E Indiana Ave,Philadelphia,PA,19134,69.0,3.0,1.0,69,1120.0,854.0,1920.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/303-E-Indiana-Ave-19134/home/38206621,69,69,Y,Y,39.9950801,-75.1258851
479,PAST SALE,March-31-2021,Multi-Family (2-4 Unit),120 WASHINGTON Ave #2,Elizabeth City,NJ,07202-3409,385000.0,69.0,69.0,Elizabeth City,69.0,2613.0,1900.0,126.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Elizabeth/120-Washington-Ave-07202/unit-2/home/172602566,GSMLS,3678826,Y,Y,40.6590342,-74.2177606
480,PAST SALE,April-26-2021,Multi-Family (2-4 Unit),317 South St,Elizabeth,NJ,7202,345000.0,6.0,2.0,69,69.0,3049.0,1900.0,100.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Elizabeth/317-South-St-07202/home/37745823,MOMLS,22043081,Y,Y,40.6584623,-74.2080564
481,PAST SALE,April-5-2021,Single Family Residential,21 White Ter,Newark,NJ,7108,348000.0,5.0,2.5,Newark,69.0,3598.0,69.0,121.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/21-White-Ter-07108/home/36278728,NJMLS,20025589,Y,Y,40.7206885,-74.21204
482,PAST SALE,April-14-2021,Townhouse,25 N Conestoga St,Philadelphia,PA,19139,82000.0,3.0,1.0,WEST PHILADELPHIA,740.0,69.0,1925.0,112.0,111.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/25-N-Conestoga-St-19139/home/38141184,BRIGHT MLS,PAPH976624,Y,Y,39.9612196,-75.2294409
483,PAST SALE,February-23-2021,Townhouse,141 N Wanamaker St,Philadelphia,PA,19139,64000.0,3.0,1.0,HADDINGTON,1224.0,836.0,1925.0,162.0,52.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/141-N-Wanamaker-St-19139/home/38149979,BRIGHT MLS,PAPH943656,Y,Y,39.9640057,-75.2368193
484,PAST SALE,July-15-2021,Multi-Family (2-4 Unit),16 E BIDWELL Ave,JERSEY CITY,NJ,07305-4217,540000.0,5.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,20.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/16-E-Bidwell-Ave-07305/home/36539924,HCMLS,210002939,Y,Y,40.7014914,-74.0763908
485,PAST SALE,August-5-2013,Multi-Family (2-4 Unit),109 S Fulton Ave,Mount Vernon,NY,10550,112000.0,69.0,69.0,Mount Vernon,2400.0,3179.0,1910.0,2921.0,47.0,69.0,Sold,69,69,http://www.redfin.com/NY/Mt-Vernon/109-S-Fulton-Ave-10550/home/20214872,HGMLS,3132543,Y,Y,40.9103468,-73.8283676
486,MLS Listing,69,Multi-Family (2-4 Unit),262 S 8th St,Newark,NJ,7103,475000.0,6.0,3.0,Newark,69.0,2500.0,69.0,133.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/Newark/262-S-8th-St-07103/home/36256464,NJMLS,21010646,Y,Y,40.741159,-74.197987
487,PAST SALE,69,Townhouse,5937 Irving St,Philadelphia,PA,19139,86500.0,3.0,1.0,69,934.0,734.0,1925.0,69.0,93.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/5937-Irving-St-19139/home/38115501,69,69,Y,Y,39.957386,-75.2408104
488,PAST SALE,April-30-2021,Multi-Family (2-4 Unit),54 INGRAHAM Pl,Newark City,NJ,07108-1416,400000.0,69.0,69.0,Newark City,69.0,4791.0,69.0,96.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/54-Ingraham-Pl-07108/home/36278853,GSMLS,3683622,Y,Y,40.7208912,-74.2071496
489,PAST SALE,April-12-2021,Single Family Residential,723 COLONIAL ARMS Rd,Union Twp.,NJ,07083-7607,405000.0,4.0,2.0,Union Twp.,69.0,5662.0,1956.0,114.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Union/723-Colonial-Arms-Rd-07083/home/38108278,GSMLS,3683857,Y,Y,40.6803269,-74.2483095
490,PAST SALE,May-21-2021,Single Family Residential,580 AVENUE E,Bayonne,NJ,7002,340000.0,3.0,1.0,Bayonne,69.0,69.0,69.0,75.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Bayonne/580-Ave-E-07002/home/36478017,HCMLS,202029319,Y,Y,40.67334,-74.106644
491,PAST SALE,69,Multi-Family (2-4 Unit),224 N 5th St #2,Newark,NJ,7107,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/224-N-5th-St-07107/unit-2/home/173924732,69,69,Y,Y,40.7556934,-74.1877799
492,PAST SALE,July-20-2021,Multi-Family (2-4 Unit),232 S 6TH St,Newark City,NJ,07103-2446,385000.0,69.0,69.0,Newark City,69.0,2178.0,69.0,15.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/232-S-6th-St-07103/home/36256630,GSMLS,3684581,Y,Y,40.7399191,-74.1967525
493,PAST SALE,April-8-2021,Townhouse,2633 N Bancroft St,Philadelphia,PA,19132,58000.0,3.0,1.0,Philadelphia,1036.0,674.0,1915.0,118.0,56.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/2633-N-Bancroft-St-19132/home/38402729,BRIGHT MLS,PAPH931576,Y,Y,39.993505,-75.1584257
494,PAST SALE,May-26-2021,Single Family Residential,119 Walnut St,Darby,PA,19023,125000.0,5.0,1.5,CYNWYD,1843.0,4443.0,1900.0,70.0,68.0,69.0,Sold,69,69,http://www.redfin.com/PA/Darby/119-Walnut-St-19023/home/38162594,BRIGHT MLS,PADE536980,Y,Y,39.9146331,-75.2505267
495,PAST SALE,April-30-2021,Multi-Family (2-4 Unit),119 S 6th St,Newark,NJ,7107,256000.0,6.0,3.0,Newark,69.0,3459.0,69.0,96.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/119-S-6th-St-07107/home/36257908,NJMLS,20049991,Y,Y,40.7439303,-74.195072
496,PAST SALE,March-31-2021,Single Family Residential,314-316 Parker St,Newark,NJ,7104,331000.0,6.0,3.5,Newark,3382.0,4791.0,1907.0,126.0,98.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/314-Parker-St-07104/home/36242783,BRIGHT MLS,NJES100228,Y,Y,40.7641423,-74.1754081
497,PAST SALE,April-1-2021,Multi-Family (2-4 Unit),228 3rd St,Newark,NJ,7107,410000.0,7.0,3.0,Newark,69.0,2500.0,69.0,125.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/228-3rd-St-07107/home/36261256,NJMLS,21000346,Y,Y,40.7554042,-74.1859912
498,PAST SALE,February-23-2021,Townhouse,5620 Angora Ter,Philadelphia,PA,19143,97000.0,3.0,1.5,COBBS CREEK,992.0,1120.0,1925.0,162.0,98.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5620-Angora-Ter-19143/home/39288971,BRIGHT MLS,PAPH975626,Y,Y,39.9459122,-75.235928
499,PAST SALE,October-16-2018,Single Family Residential,160 Mill St,Belleville,NJ,7109,146242.0,3.0,2.0,Belleville,69.0,3001.0,69.0,1023.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Belleville/160-Mill-St-07109/home/36084159,NJMLS,1805584,Y,Y,40.7829222,-74.1573604
500,MLS Listing,69,Multi-Family (2-4 Unit),481 S 11th St,Newark,NJ,7103,392000.0,7.0,4.0,Newark,69.0,2500.0,69.0,72.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Newark/481-S-11th-St-07103/home/36235276,NJMLS,21020337,Y,Y,40.7368767,-74.2031893
501,PAST SALE,May-17-2021,Single Family Residential,297 Dr Martin Luther Kng Blvd,Newark,NJ,7102,310000.0,3.0,1.0,Newark,69.0,1708.0,69.0,79.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/297-Dr-Martin-Luther-King-Jr-Blvd-07102/home/36275247,NJMLS,20038692,Y,Y,40.7440749,-74.175761
502,PAST SALE,69,Single Family Residential,299 Claremont Ave,Jersey City,NJ,7305,69.0,69.0,69.0,69,69.0,2026.0,1917.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/299-Claremont-Ave-07305/home/36552380,69,69,Y,Y,40.7128305,-74.0858093
503,PAST SALE,March-30-2021,Single Family Residential,4228 Gunther Ave,BRONX,NY,10466,405000.0,3.0,2.5,BRONX,1208.0,2378.0,1920.0,127.0,335.0,69.0,Sold,69,69,http://www.redfin.com/NY/Bronx/4228-Gunther-Ave-10466/home/44739927,OneKey,H6069518,Y,Y,40.8949321,-73.8499175
504,PAST SALE,February-7-2017,Multi-Family (2-4 Unit),361-367 18TH Ave,Newark City,NJ,07108-2016,60000.0,69.0,69.0,Newark City,69.0,6098.0,1997.0,1639.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/361-367-18th-Ave-07108/home/110171553,GSMLS,3350328,Y,Y,40.7305676,-74.1989937
505,PAST SALE,69,Single Family Residential,208 S 6th St,Newark,NJ,7103,60000.0,69.0,69.0,69,2382.0,3498.0,1907.0,69.0,25.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/208-S-6th-St-07103/home/36256621,69,69,Y,Y,40.7406132,-74.1962512
506,PAST SALE,69,Single Family Residential,15 5th St,South Orange,NJ,7079,300000.0,69.0,69.0,69,2483.0,2400.0,1910.0,69.0,121.0,69.0,69,69,69,http://www.redfin.com/NJ/South-Orange/15-5th-St-07079/home/36258935,69,69,Y,Y,40.748347,-74.191732
507,PAST SALE,February-17-2021,Multi-Family (2-4 Unit),243 Summer Ave,Newark,NJ,7104,321000.0,5.0,3.0,Newark,69.0,2409.0,69.0,168.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/243-Summer-Ave-07104/home/36241235,NJMLS,20045650,Y,Y,40.7600087,-74.1709014
508,PAST SALE,69,Single Family Residential,3 Minerva St #1,Jersey City,NJ,7304,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/3-Minerva-St-07304/unit-1/home/173426492,69,69,Y,Y,40.711549,-74.072701
509,PAST SALE,June-17-2021,Multi-Family (2-4 Unit),121 KEARNEY Ave,JERSEY CITY,NJ,7305,316000.0,4.0,2.0,Jersey City (Greenville),69.0,69.0,69.0,48.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/121-Kearney-Ave-07305/home/36574235,HCMLS,202028181,Y,Y,40.712065,-74.081091
510,MLS Listing,69,Single Family Residential,1439 45th St,North Bergen,NJ,7047,349000.0,3.0,2.0,North Bergen,69.0,2901.0,69.0,48.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/North-Bergen/1439-45th-St-07047/home/36596487,NJMLS,21024441,Y,Y,40.7827541,-74.0299549
511,PAST SALE,June-11-2021,Single Family Residential,282 ARMSTRONG Ave,JERSEY CITY,NJ,7305,375000.0,4.0,1.0,Jersey City (West Bergen),1633.0,69.0,69.0,54.0,230.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/282-Armstrong-Ave-07305/home/36527483,HCMLS,202028714,Y,Y,40.705819,-74.091086
512,PAST SALE,July-28-2021,Multi-Family (2-4 Unit),127 11TH Ave,Newark City,NJ,07107-1428,290000.0,69.0,69.0,Newark City,69.0,1742.0,69.0,7.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/127-11th-Ave-W-07107/home/36258732,GSMLS,3678048,Y,Y,40.747426,-74.198738
513,PAST SALE,April-14-2021,Condo/Co-op,4306 KENNEDY Blvd #9,Union City,NJ,7087,146000.0,2.0,1.0,Union City,561.0,69.0,69.0,112.0,260.0,228.0,Sold,69,69,http://www.redfin.com/NJ/Union-City/4306-John-F-Kennedy-Blvd-07087/unit-9/home/36621316,HCMLS,202029287,Y,Y,40.7792715,-74.0262712
514,PAST SALE,69,Single Family Residential,28 Pierce St,Newark,NJ,7103,10000.0,69.0,69.0,69,1572.0,2252.0,1900.0,69.0,6.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/28-Pierce-St-07103/home/36271791,69,69,Y,Y,40.7302501,-74.2075345
515,PAST SALE,February-26-2021,Condo/Co-op,527-29 34th St Unit C1,Union City,NJ,7087,170000.0,2.0,1.0,Union City,69.0,69.0,69.0,159.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Union-City/527-529-34th-St-07087/unit-C1/home/173970911,NJMLS,20051854,Y,Y,40.7735178,-74.0297895
516,PAST SALE,69,Condo/Co-op,207 48th St #7,Union City,NJ,7087,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Union-City/207-48th-St-07087/unit-7/home/113617176,69,69,Y,Y,40.7799958,-74.0187807
517,PAST SALE,April-6-2021,Condo/Co-op,376 Littleton Ave,Newark,NJ,7103,225000.0,3.0,1.5,Newark,69.0,69.0,69.0,120.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/376-Littleton-Ave-07103/unit-4P/home/165514529,NJMLS,21005954,Y,Y,40.7337012,-74.1980656
518,PAST SALE,69,Single Family Residential,188 Garside St #1,Newark,NJ,7104,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/188-Garside-St-07104/unit-1/home/173463776,69,69,Y,Y,40.75831,-74.174303
519,PAST SALE,69,Single Family Residential,2 Napoleon St,Newark,NJ,7105,192212.0,69.0,69.0,69,1752.0,1324.0,2004.0,69.0,110.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/2-Napoleon-St-07105/home/36063407,69,69,Y,Y,40.7217775,-74.1566361
520,PAST SALE,July-16-2021,Single Family Residential,172 16th Ave,Newark,NJ,7103,185000.0,5.0,2.0,Newark,69.0,69.0,69.0,19.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/172-16th-Ave-07103/home/36235681,NJMLS,20037577,Y,Y,40.7356394,-74.2028006
521,PAST SALE,January-25-2021,Condo/Co-op,1866 KENNEDY Blvd Unit B2,JERSEY CITY,NJ,7305,140000.0,2.0,1.0,Jersey City (Greenville),988.0,69.0,69.0,191.0,142.0,390.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/1866-John-F-Kennedy-Blvd-07305/unit-B2/home/59148845,HCMLS,210000418,Y,Y,40.7034776,-74.09004
522,PAST SALE,April-30-2021,Condo/Co-op,2672 KENNEDY Blvd #104,JERSEY CITY,NJ,7306,189000.0,2.0,1.0,Jersey City (Journal Square),608.0,69.0,69.0,96.0,311.0,452.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/2672-John-F-Kennedy-Blvd-07306/unit-104/home/36652244,HCMLS,202024831,Y,Y,40.7276508,-74.0702709
523,PAST SALE,April-17-2000,Condo/Co-op,437 Palisade Ave Unit 5F,Yonkers,NY,10703,275000.0,2.0,1.5,437 Palisade Ave Condomi,1100.0,69.0,1973.0,110.0,250.0,509.0,Pending,69,69,http://www.redfin.com/NY/Yonkers/437-Palisade-Ave-10703/unit-F5/home/20172116,OneKey,H6106390,Y,Y,40.9494293,-73.8908103
524,PAST SALE,69,Condo/Co-op,1165 Fulton Ave Unit 1A,The Bronx,NY,10456,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/The-Bronx/1165-Fulton-Ave-10456/unit-1A/home/167083338,69,69,Y,Y,40.8295018,-73.9056237
525,MLS Listing,69,Condo/Co-op,2323 Loring Pl N #8,BRONX,NY,10468,212000.0,2.0,1.0,2323 Loring Pl N Housing,960.0,69.0,1912.0,96.0,221.0,69.0,Active,69,69,http://www.redfin.com/NY/The-Bronx/2323-Loring-Pl-N-10468/unit-8/home/172771227,OneKey,3308372,Y,Y,40.8624599,-73.9081959
526,PAST SALE,March-22-2021,Townhouse,5110 Reno St,Philadelphia,PA,19139,75000.0,2.0,1.0,MILL CREEK,896.0,640.0,1920.0,135.0,84.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5110-Reno-St-19139/home/39245149,BRIGHT MLS,PAPH965986,Y,Y,39.9663388,-75.2228084
527,PAST SALE,March-2-2021,Townhouse,532 E Indiana Ave,Philadelphia,PA,19134,86500.0,3.0,1.0,KENSINGTON,1120.0,832.0,1920.0,155.0,77.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/532-E-Indiana-Ave-19134/home/38206592,BRIGHT MLS,PAPH931348,Y,Y,39.9941389,-75.120722
