,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
610,PAST SALE,February-8-2021,Multi-Family (2-4 Unit),51 WALES Ave,JERSEY CITY,NJ,7306,530000.0,5.0,3.0,Jersey City (Journal Square),69.0,69.0,69.0,177.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/51-Wales-Ave-07306/home/36543543,HCMLS,202019648,Y,Y,40.7351506,-74.073855
611,PAST SALE,April-28-2021,Multi-Family (2-4 Unit),29 Victoria Ave,Newark,NJ,7104,320000.0,5.0,3.0,Newark,69.0,1882.0,69.0,98.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/29-6th-Ave-07104/home/36237941,NJMLS,20036259,Y,Y,40.753431,-74.175909
612,PAST SALE,69,Single Family Residential,418 S 9th St,Newark,NJ,7103,103000.0,69.0,69.0,69,2106.0,3450.0,1996.0,69.0,49.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/418-S-9th-St-07103/home/36235223,69,69,Y,Y,40.7367298,-74.2007588
613,PAST SALE,February-23-2021,Townhouse,5132 Locust St,Philadelphia,PA,19139,275000.0,4.0,2.5,WEST PHILADELPHIA,1650.0,1496.0,1925.0,162.0,167.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5132-Locust-St-19139/home/39400083,BRIGHT MLS,PAPH915028,Y,Y,39.955521,-75.2249909
614,PAST SALE,69,Condo/Co-op,1553 S 28th St,Philadelphia,PA,19146,120000.0,4.0,2.0,69,1783.0,69.0,1925.0,69.0,67.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1553-S-28th-St-19146/home/39032254,69,69,Y,Y,39.9335025,-75.1910964
615,MLS Listing,69,Townhouse,5405 Westminster Ave,Philadelphia,PA,19131,149700.0,3.0,2.0,HADDINGTON,1140.0,1680.0,1925.0,576.0,131.0,69.0,Active,69,69,http://www.redfin.com/PA/Philadelphia/5405-Westminster-Ave-19131/home/38138700,BRIGHT MLS,PAPH858990,Y,Y,39.9679485,-75.228478
616,PAST SALE,January-22-2021,Multi-Family (2-4 Unit),221 S 10TH St,Newark City,NJ,07107-1407,425000.0,69.0,69.0,Newark City,69.0,2613.0,1910.0,194.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/221-S-10th-St-07107/home/36257788,GSMLS,3674477,Y,Y,40.7454096,-74.1984657
617,PAST SALE,June-3-2021,Townhouse,1030 S Ithan St,Philadelphia,PA,19143,95000.0,3.0,1.0,COBBS CREEK,992.0,896.0,1925.0,62.0,96.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1030-S-Ithan-St-19143/home/39288770,BRIGHT MLS,PAPH982698,Y,Y,39.9447071,-75.2350166
618,PAST SALE,February-15-2021,Townhouse,5929 Larchwood Ave,Philadelphia,PA,19143,125000.0,4.0,1.0,COBBS CREEK,1358.0,1232.0,1925.0,170.0,92.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5929-Larchwood-Ave-19143/home/38120512,BRIGHT MLS,PAPH889960,Y,Y,39.954038,-75.241327
619,PAST SALE,69,Single Family Residential,89 Myrtle Ave,Jersey City,NJ,7305,79000.0,69.0,69.0,69,1314.0,2500.0,69.0,69.0,60.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/89-Myrtle-Ave-07305/home/36529369,69,69,Y,Y,40.7068749,-74.078946
620,PAST SALE,March-23-2021,Townhouse,5729 Delancey St,Philadelphia,PA,19143,225000.0,3.0,2.5,WEST PHILADELPHIA,1688.0,953.0,1925.0,134.0,133.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/5729-Delancey-St-19143/home/39404246,BRIGHT MLS,PAPH972298,Y,Y,39.955538,-75.236989
621,PAST SALE,June-22-2021,Multi-Family (2-4 Unit),314 Dixwell Ave,New Haven,CT,6511,250000.0,6.0,3.0,Newhallville,2401.0,3920.0,1900.0,43.0,104.0,69.0,Sold,69,69,http://www.redfin.com/CT/New-Haven/314-Dixwell-Ave-06511/home/54288849,Smart MLS,170330686,Y,Y,41.3217393,-72.9349222
622,PAST SALE,69,Townhouse,521 S 57th St,Philadelphia,PA,19143,69.0,3.0,1.0,69,1202.0,1072.0,1925.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/521-S-57th-St-19143/home/39261379,69,69,Y,Y,39.9525603,-75.2364432
623,MLS Listing,69,Townhouse,5454 Warrington Ave,Philadelphia,PA,19143,115000.0,3.0,1.0,KINGSESSING,1074.0,1098.0,1925.0,386.0,107.0,69.0,Contingent,69,69,http://www.redfin.com/PA/Philadelphia/5454-Warrington-Ave-19143/home/39291436,BRIGHT MLS,PAPH889958,Y,Y,39.9408584,-75.2265408
624,PAST SALE,July-26-2021,Townhouse,1027 S 52nd St,Philadelphia,PA,19143,179900.0,3.0,1.0,WEST PHILADELPHIA,1300.0,1440.0,1925.0,9.0,138.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1027-S-52nd-St-19143/home/39285740,BRIGHT MLS,PAPH2003528,Y,Y,39.9445502,-75.2232132
625,MLS Listing,69,Multi-Family (2-4 Unit),412 Cleveland Ave,Harrison,NJ,7029,449000.0,4.0,3.0,Harrison,69.0,2500.0,69.0,201.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/Harrison/412-Cleveland-Ave-07029/home/36484808,NJMLS,21001755,Y,Y,40.7475217,-74.1557301
626,PAST SALE,January-22-2021,Multi-Family (2-4 Unit),706 AVENUE E,Bayonne,NJ,7002,469000.0,6.0,2.0,Bayonne,69.0,69.0,69.0,194.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Bayonne/706-Ave-E-07002/unit-A/home/36478037,HCMLS,202020641,Y,Y,40.6781278,-74.1025578
627,PAST SALE,June-18-2021,Townhouse,1519-21 N Conestoga St,Philadelphia,PA,19131,70000.0,4.0,1.0,CARROLL PARK,2154.0,2065.0,1925.0,47.0,32.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1519-N-Conestoga-St-19131/home/38145236,BRIGHT MLS,PAPH1016492,Y,Y,39.9761306,-75.2305748
628,PAST SALE,69,Townhouse,1311 S 47th St,Philadelphia,PA,19143,69.0,69.0,69.0,69,1476.0,1031.0,1940.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1311-S-47th-St-19143/home/38743784,69,69,Y,Y,39.9429593,-75.2102071
629,PAST SALE,April-23-2021,Townhouse,1108 S Alder St,Philadelphia,PA,19147,305000.0,2.0,1.0,PASSYUNK SQUARE,69.0,538.0,1920.0,103.0,69.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1108-S-Alder-St-19147/home/38099951,BRIGHT MLS,PAPH910162,Y,Y,39.936545,-75.1607
630,PAST SALE,69,Townhouse,728 Manton St,Philadelphia,PA,19147,69.0,69.0,69.0,69,1200.0,680.0,1925.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/728-Manton-St-19147/home/38093988,69,69,Y,Y,39.9335665,-75.1569208
631,MLS Listing,69,Townhouse,5303 Walnut St,Philadelphia,PA,19139,214000.0,4.0,2.0,WEST PHILADELPHIA,1600.0,1187.0,1925.0,346.0,134.0,69.0,Active,69,69,http://www.redfin.com/PA/Philadelphia/5303-Walnut-St-19139/home/39401889,BRIGHT MLS,PAPH927604,Y,Y,39.9573872,-75.2276461
632,PAST SALE,69,Single Family Residential,633 37th St,Union City,NJ,7087,370000.0,69.0,69.0,69,69.0,1873.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Union-City/633-37th-St-07087/home/36622690,69,69,Y,Y,40.776475,-74.0312756
633,PAST SALE,January-27-2021,Multi-Family (2-4 Unit),403 S 8TH St,Newark City,NJ,07103-2045,345000.0,69.0,69.0,Newark City,69.0,4356.0,69.0,189.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/403-S-8th-St-07103/home/36235228,GSMLS,3655872,Y,Y,40.7360538,-74.2006212
634,PAST SALE,69,Single Family Residential,174 N 5th St,Newark,NJ,7107,188000.0,69.0,69.0,69,2498.0,3480.0,1807.0,69.0,75.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/174-N-5th-St-07107/home/36260199,69,69,Y,Y,40.7539359,-74.188743
635,MLS Listing,69,Multi-Family (2-4 Unit),11 W 15TH St,Bayonne,NJ,7002,425000.0,5.0,2.0,Bayonne,69.0,69.0,69.0,63.0,69.0,69.0,Active,69,69,http://www.redfin.com/NJ/Bayonne/11-W-15th-St-07002/home/36472201,HCMLS,210013268,Y,Y,40.6585799,-74.1235716
636,PAST SALE,69,Single Family Residential,275 Clinton Pl #277,Newark,NJ,7112,12500.0,69.0,69.0,69,1468.0,4909.0,1907.0,69.0,9.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/275-Clinton-Pl-07112/unit-277/home/36280344,69,69,Y,Y,40.7141353,-74.2139673
637,PAST SALE,December-31-2020,Multi-Family (2-4 Unit),6300 JACKSON St,West New York,NJ,7093,700000.0,5.0,4.5,West New York,69.0,69.0,69.0,216.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/West-New-York/6300-Jackson-St-07093/home/36640558,HCMLS,202020618,Y,Y,40.7930607,-74.0165855
638,PAST SALE,June-29-2021,Multi-Family (2-4 Unit),482 S 16th St,Newark,NJ,7103,335000.0,9.0,3.0,Newark,69.0,2500.0,69.0,36.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/482-S-16th-St-07103/home/36236324,NJMLS,20033661,Y,Y,40.7392636,-74.2067205
639,PAST SALE,March-26-2021,Multi-Family (2-4 Unit),41 Schley St,Newark City,NJ,07112-1124,250000.0,69.0,69.0,Newark City,69.0,69.0,69.0,131.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/41-Schley-St-07112/home/171195513,GSMLS,3625664,Y,Y,40.7190999,-74.2178062
640,PAST SALE,January-28-2021,Single Family Residential,2808 CENTRAL Ave,Union City,NJ,7087,355000.0,3.0,1.5,Union City,850.0,69.0,69.0,188.0,418.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Union-City/2808-Central-Ave-07087/home/36619262,HCMLS,202017461,Y,Y,40.7710354,-74.0321095
641,PAST SALE,69,Condo/Co-op,126 3rd Ave,Newark,NJ,7104,325000.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/126-3rd-Ave-07104/home/36240007,69,69,Y,Y,40.7595417,-74.1723374
642,PAST SALE,69,Single Family Residential,907 Anna St,Elizabeth,NJ,7201,225000.0,69.0,69.0,69,1490.0,2500.0,1915.0,69.0,151.0,69.0,69,69,69,http://www.redfin.com/NJ/Elizabeth/907-Anna-St-07201/home/37866732,69,69,Y,Y,40.667724,-74.2007129
643,PAST SALE,December-29-2020,Multi-Family (2-4 Unit),69-71 S 12th St,Newark,NJ,7107,575000.0,7.0,4.5,Newark,69.0,3759.0,69.0,218.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Newark/69-S-12th-St-07107/home/165717253,NJMLS,20032655,Y,Y,40.75215,-74.197185
644,MLS Listing,69,Single Family Residential,146 Union St,Jersey City,NJ,7304,365000.0,4.0,2.0,Jersey City,69.0,1498.0,69.0,687.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/Jersey-City/146-Union-St-07304/home/36572288,NJMLS,1943268,Y,Y,40.7145044,-74.0761604
645,PAST SALE,69,Single Family Residential,112-11 204th St,Jamaica,NY,11412,220000.0,3.0,2.5,Jamaica,69.0,1782.0,1935.0,386.0,69.0,69.0,Pending,69,69,http://www.redfin.com/NY/Jamaica/112-11-204th-St-11412/home/20743162,OneKey,3232742,Y,Y,40.7033186,-73.7519538
646,PAST SALE,June-11-2021,Townhouse,2237 Madison Ave,Baltimore,MD,21217,208000.0,3.0,2.0,Ward 13,2412.0,1742.0,1907.0,54.0,86.0,69.0,Sold,69,69,http://www.redfin.com/MD/Baltimore/2237-Madison-Ave-21217/home/10866705,BRIGHT MLS,MDBA547462,Y,Y,39.3112185,-76.6362059
647,PAST SALE,69,Single Family Residential,756 S 17th St,Newark,NJ,7103,130000.0,69.0,69.0,69,3247.0,2500.0,1907.0,69.0,40.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/756-S-17th-St-07103/home/36271865,69,69,Y,Y,40.7294476,-74.211398
648,PAST SALE,March-24-2021,Single Family Residential,3303 Bloomingdale Rd,Baltimore,MD,21216,183000.0,10.0,6.0,Ward 15,5340.0,15042.0,1920.0,133.0,34.0,69.0,Sold,69,69,http://www.redfin.com/MD/Baltimore/3303-Bloomingdale-Rd-21216/home/10913958,BRIGHT MLS,MDBA516798,Y,Y,39.3105843,-76.6728881
649,PAST SALE,69,Townhouse,250 S Cecil St,Philadelphia,PA,19139,69.0,3.0,1.0,69,1170.0,900.0,1925.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/250-S-Cecil-St-19139/home/39406870,69,69,Y,Y,39.957009,-75.237226
650,PAST SALE,69,Multi-Family (2-4 Unit),406 S 8th St,Newark,NJ,7103,30000.0,69.0,69.0,69,1632.0,2500.0,1900.0,69.0,18.0,69.0,69,69,69,http://www.redfin.com/NJ/Newark/406-S-8th-St-07103/home/36235467,69,69,Y,Y,40.7359188,-74.2002084
651,PAST SALE,69,Multi-Family (2-4 Unit),318 2nd St,Union City,NJ,7087,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Union-City/318-2nd-St-07087/home/172610521,69,69,Y,Y,40.753,-74.039502
652,PAST SALE,69,Condo/Co-op,1224 N 28th St,Philadelphia,PA,19121,69.0,4.0,2.0,69,1872.0,69.0,1915.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/PA/Philadelphia/1224-N-28th-St-19121/home/38784304,69,69,Y,Y,39.9751576,-75.1818864
653,PAST SALE,May-12-2021,Single Family Residential,1327 S 31st St,Philadelphia,PA,19146,350000.0,3.0,2.5,GRAYS FERRY,1970.0,714.0,2020.0,84.0,178.0,69.0,Sold,69,69,http://www.redfin.com/PA/Philadelphia/1327-S-31st-St-19146/home/40574554,BRIGHT MLS,PAPH987636,Y,Y,39.9370603,-75.1951463
654,PAST SALE,69,Single Family Residential,875 Freeman St,Bronx,NY,10459,69.0,69.0,69.0,69,1188.0,2091.0,1990.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/Bronx/875-Freeman-St-10459/home/44726794,69,69,Y,Y,40.8307215,-73.8941708
655,MLS Listing,69,Single Family Residential,1617 81st St,North Bergen,NJ,7047,300000.0,5.0,2.0,North Bergen,69.0,2500.0,69.0,125.0,69.0,69.0,Contingent,69,69,http://www.redfin.com/NJ/North-Bergen/1617-81st-St-07047/home/36601166,NJMLS,21011640,Y,Y,40.8068471,-74.0156215
656,PAST SALE,April-2-2021,Multi-Family (2-4 Unit),1375 E 99th St,Brooklyn,NY,11236,825000.0,6.0,4.0,Brooklyn,2162.0,1980.0,2002.0,377.0,382.0,69.0,Pending,69,69,http://www.redfin.com/NY/Brooklyn/1375-E-99th-St-11236/home/40638591,OneKey,3236000,Y,Y,40.6368619,-73.8900753
657,PAST SALE,March-25-2021,Single Family Residential,422 W 16th St,San Bernardino,CA,92405,295000.0,5.0,2.5,274 - San Bernardino,2340.0,7500.0,1964.0,132.0,126.0,69.0,Sold,69,69,http://www.redfin.com/CA/San-Bernardino/422-W-16th-St-92405/home/172240238,CRMLS,SB20121053,Y,Y,34.1290262,-117.2924565
658,PAST SALE,69,Multi-Family (2-4 Unit),29A Claremont Ave,Jersey City,NJ,7305,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/29A-Claremont-Ave-07305/home/59127906,69,69,Y,Y,40.706896,-74.074741
659,PAST SALE,69,Townhouse,1321 10th St,North Bergen,NJ,7047,580000.0,69.0,69.0,69,1320.0,1999.0,1916.0,69.0,439.0,69.0,69,69,69,http://www.redfin.com/NJ/North-Bergen/1321-10th-St-07047/home/36594355,69,69,Y,Y,40.7611553,-74.0457285
660,PAST SALE,69,Single Family Residential,451 9th St,Fairview,NJ,7022,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NJ/Fairview/451-9th-St-07022/home/170241217,69,69,Y,Y,40.8232167,-73.9956758
661,PAST SALE,69,Single Family Residential,807 Linden Ave,Ridgefield,NJ,7657,384000.0,69.0,69.0,69,1156.0,3498.0,1929.0,69.0,332.0,69.0,69,69,69,http://www.redfin.com/NJ/Ridgefield/807-Linden-Ave-07657/home/35833978,69,69,Y,Y,40.8382131,-73.9977749
662,PAST SALE,September-1-2020,Multi-Family (2-4 Unit),205 THORNE St,JERSEY CITY,NJ,7307,475000.0,4.0,3.0,Jersey City (Heights),69.0,69.0,69.0,337.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NJ/Jersey-City/205-Thorne-St-07307/home/36524251,HCMLS,202015131,Y,Y,40.7521462,-74.0571167
663,PAST SALE,69,Condo/Co-op,82 Manhattan Ave #3,Jersey City,NJ,7307,245000.0,69.0,69.0,69,648.0,69.0,69.0,69.0,378.0,69.0,69,69,69,http://www.redfin.com/NJ/Jersey-City/82-Manhattan-Ave-07307/unit-3/home/36521431,69,69,Y,Y,40.743253,-74.052297
664,PAST SALE,69,Condo/Co-op,607 Bergenline Ave #2,Union City,NJ,7087,200000.0,2.0,69.0,69,752.0,69.0,2005.0,69.0,266.0,69.0,69,69,69,http://www.redfin.com/NJ/Union-City/607-Bergenline-Ave-07087/unit-2/home/36424879,69,69,Y,Y,40.7563577,-74.0400671
665,PAST SALE,May-25-2021,Condo/Co-op,150 Featherbed Ln Unit 2G,BRONX,NY,10452,244000.0,2.0,2.0,Washington Bridge View,950.0,69.0,2009.0,71.0,257.0,864.0,Sold,69,69,http://www.redfin.com/NY/Bronx/150-Featherbed-Ln-10452/unit-2G/home/44807374,OneKey,3234420,Y,Y,40.8461353,-73.9207992
666,PAST SALE,69,Multi-Family (2-4 Unit),799 E 163rd St,Bronx,NY,10456,69.0,69.0,69.0,69,1940.0,1124.0,2005.0,69.0,69.0,69.0,69,69,69,http://www.redfin.com/NY/Bronx/799-E-163rd-St-10456/home/44745129,69,69,Y,Y,40.8227051,-73.9022438
667,PAST SALE,January-15-2021,Townhouse,1387 E 2 St,Brooklyn,NY,11230,69.0,3.0,2.0,69,69.0,69.0,69.0,69.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NY/Brooklyn/1387-E-2nd-St-11230/home/40836015,REBNY,RPLU-63220037145,Y,Y,40.615904,-73.9729637
668,PAST SALE,December-28-2020,Single Family Residential,1556 E 36th St,Brooklyn,NY,11234,738000.0,3.0,2.5,Brooklyn,69.0,2100.0,1935.0,219.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NY/Brooklyn/1556-E-36th-St-11234/home/40873739,OneKey,3232019,Y,Y,40.6167306,-73.9395068
669,PAST SALE,April-22-2021,Multi-Family (2-4 Unit),2067 E 34 St,Brooklyn,NY,11234,69.0,2.0,2.25,Brooklyn,1800.0,1800.0,1935.0,104.0,69.0,69.0,Sold,69,69,http://www.redfin.com/NY/Brooklyn/2067-E-34th-St-11234/home/40903092,BNYMLS,440451,Y,Y,40.60768,-73.931144
670,Over 500 results. Try zooming in or modifying your search options.,69,69,69,69,69,69,69.0,69.0,69.0,69,69.0,69.0,69.0,69.0,69.0,69.0,69,69,69,69,69,69,69,69,69.0,69.0
